applicant_id,gender,race,age,education,experience_years,skill_score,interview_score,hired
3801,Male,Hispanic,41,Bachelor,0,77,75,0
3802,Female,White,41,Master,3,76,100,0
3803,Female,White,21,PhD,10,67,81,1
3804,Female,Asian,50,High School,3,55,58,1
3805,Male,Black,40,High School,14,90,63,0
3806,Female,Hispanic,42,High School,5,68,43,0
3807,Male,White,27,Bachelor,3,56,100,1
3808,Male,Hispanic,41,High School,11,76,97,1
3809,Male,White,46,Master,16,58,66,1
3810,Male,White,34,High School,10,55,100,1
3811,Female,White,55,Bachelor,14,64,77,1
3812,Male,White,35,High School,16,60,56,1
3813,Male,Hispanic,46,PhD,3,56,83,0
3814,Male,White,37,Master,12,82,72,1
3815,Male,Black,40,PhD,0,68,81,1
3816,Male,Black,21,PhD,10,88,37,1
3817,Male,Black,38,Bachelor,7,57,48,0
3818,Female,White,27,Bachelor,14,44,94,1
3819,Female,Black,26,High School,13,72,98,0
3820,Male,White,52,Bachelor,10,97,93,1
3821,Male,White,32,Master,9,77,100,1
3822,Male,Asian,24,High School,10,100,76,1
3823,Female,White,31,High School,8,74,75,1
3824,Male,White,21,Bachelor,7,73,46,1
3825,Male,Hispanic,49,Bachelor,15,37,53,0
3826,Male,White,28,Master,15,76,25,1
3827,Male,Black,40,Bachelor,7,72,58,0
3828,Male,White,48,Master,9,63,23,1
3829,Female,White,29,Bachelor,8,67,86,1
3830,Male,White,40,High School,0,68,72,1
3831,Male,White,24,Master,6,67,24,1
3832,Female,White,59,PhD,15,100,61,1
3833,Female,Black,44,High School,4,64,100,1
3834,Male,White,33,Bachelor,18,72,62,1
3835,Male,Asian,27,Bachelor,13,63,45,1
3836,Male,White,33,High School,10,81,29,1
3837,Female,White,31,Master,10,72,29,1
3838,Male,Black,54,Bachelor,3,65,75,0
3839,Female,Asian,22,Master,6,41,56,0
3840,Female,White,36,Master,15,73,57,1
3841,Male,Black,34,Bachelor,4,65,56,1
3842,Male,Hispanic,33,High School,13,69,62,1
3843,Male,White,33,Bachelor,1,52,40,1
3844,Male,Hispanic,33,High School,2,91,71,1
3845,Male,White,43,Bachelor,17,82,36,1
3846,Female,Hispanic,41,Bachelor,7,91,49,0
3847,Female,Asian,39,Master,5,87,85,1
3848,Male,Black,21,Bachelor,14,78,72,0
3849,Female,White,37,Master,14,52,78,1
3850,Male,White,21,Bachelor,12,97,100,1
3851,Male,Asian,41,Master,5,56,63,1
3852,Male,White,49,PhD,6,65,65,1
3853,Male,White,25,Bachelor,9,80,59,1
3854,Female,Black,32,Master,11,81,56,0
3855,Female,White,29,Bachelor,5,78,44,0
3856,Male,White,47,Master,8,63,66,1
3857,Male,White,35,Master,9,60,72,1
3858,Male,White,52,Bachelor,14,100,73,1
3859,Male,Black,39,Bachelor,11,69,66,1
3860,Female,Black,37,High School,0,67,83,0
3861,Female,White,35,Bachelor,6,59,65,1
3862,Male,Hispanic,43,PhD,3,73,56,1
3863,Male,Hispanic,21,Master,10,72,46,0
3864,Male,Black,35,Bachelor,12,69,34,1
3865,Male,White,34,Master,8,75,94,1
3866,Male,Black,42,Master,6,96,51,1
3867,Male,White,33,Bachelor,8,61,46,0
3868,Female,Black,24,High School,9,70,56,0
3869,Female,Black,35,High School,4,60,59,0
3870,Male,White,24,Master,1,74,97,0
3871,Male,Asian,21,Master,0,61,58,1
3872,Male,White,42,Bachelor,14,62,100,0
3873,Male,Black,40,Bachelor,10,48,66,0
3874,Female,White,39,Master,9,71,100,0
3875,Male,Asian,48,PhD,14,76,82,1
3876,Male,White,28,Master,1,97,72,1
3877,Male,White,21,Bachelor,0,77,96,0
3878,Female,White,34,Bachelor,9,63,87,0
3879,Male,White,31,Bachelor,9,49,77,1
3880,Male,White,26,Bachelor,0,51,100,1
3881,Male,Black,34,Master,9,50,55,0
3882,Female,White,28,Bachelor,5,98,45,1
3883,Female,White,21,Master,3,74,51,0
3884,Male,White,30,Bachelor,6,61,100,1
3885,Female,Hispanic,23,Master,0,55,94,1
3886,Female,Black,37,Bachelor,5,57,54,0
3887,Female,Black,28,Bachelor,4,60,17,0
3888,Female,Black,46,Bachelor,10,89,60,0
3889,Female,White,51,High School,7,69,44,0
3890,Male,White,41,PhD,11,48,55,1
3891,Female,White,21,Bachelor,0,100,43,1
3892,Male,Hispanic,50,Bachelor,3,52,32,1
3893,Female,Asian,50,Master,10,61,100,1
3894,Male,White,35,Master,6,89,51,1
3895,Female,White,48,Bachelor,12,76,93,1
3896,Female,White,29,PhD,0,62,60,1
3897,Male,White,21,High School,11,51,42,1
3898,Female,Black,27,High School,4,55,75,0
3899,Male,White,52,Bachelor,4,56,57,0
3900,Female,Asian,21,Bachelor,12,70,60,0
3901,Male,White,34,Bachelor,13,72,67,1
3902,Male,Asian,35,Bachelor,13,67,48,0
3903,Female,Hispanic,29,Bachelor,18,69,32,1
3904,Male,Hispanic,30,Master,14,54,63,1
3905,Female,Black,35,Bachelor,4,74,84,0
3906,Male,Black,29,PhD,8,89,46,1
3907,Male,Black,21,Master,6,67,68,0
3908,Male,Black,37,Bachelor,18,67,95,1
3909,Male,Black,45,Bachelor,13,71,63,1
3910,Male,Asian,43,Bachelor,7,86,66,1
3911,Male,Hispanic,26,Master,12,56,66,1
3912,Male,Hispanic,22,High School,1,91,51,0
3913,Male,Hispanic,32,Bachelor,9,76,45,1
3914,Female,White,50,PhD,3,70,45,1
3915,Female,White,41,Bachelor,0,88,72,1
3916,Male,White,42,Bachelor,11,52,80,0
3917,Female,White,43,Bachelor,12,77,81,0
3918,Male,Hispanic,39,Master,10,76,57,0
3919,Female,White,36,Master,7,55,86,1
3920,Female,Black,41,Bachelor,1,76,71,0
3921,Female,White,29,Bachelor,2,74,66,1
3922,Male,White,21,Master,3,67,10,1
3923,Female,Black,42,Master,6,82,48,1
3924,Male,Hispanic,47,Master,13,61,34,1
3925,Female,White,23,Bachelor,13,74,77,1
3926,Male,Black,43,PhD,0,68,66,1
3927,Male,Black,51,Bachelor,4,60,43,1
3928,Female,White,34,High School,4,77,71,1
3929,Female,White,26,Master,0,66,36,0
3930,Male,Asian,36,Bachelor,10,47,44,1
3931,Female,White,29,Master,6,42,50,0
3932,Male,White,28,High School,7,81,75,1
3933,Female,White,39,Master,14,51,92,0
3934,Male,Black,21,Bachelor,8,74,53,1
3935,Male,Black,21,Master,5,70,91,1
3936,Male,Black,35,High School,10,64,65,0
3937,Male,White,34,Bachelor,13,99,69,0
3938,Male,Hispanic,38,Master,9,72,63,1
3939,Male,White,53,Bachelor,11,81,61,1
3940,Male,White,36,Bachelor,7,74,73,1
3941,Female,White,40,Bachelor,7,66,79,1
3942,Female,White,25,Master,8,69,47,1
3943,Male,Hispanic,42,Bachelor,4,91,61,0
3944,Male,Asian,29,Bachelor,5,86,98,1
3945,Male,White,35,Bachelor,14,99,68,1
3946,Male,Hispanic,33,PhD,18,73,70,1
3947,Female,Hispanic,45,Bachelor,15,56,88,1
3948,Male,Asian,21,High School,1,63,54,0
3949,Male,White,21,Master,0,52,64,1
3950,Male,Black,32,Master,2,81,81,1
3951,Male,White,39,High School,8,61,89,0
3952,Female,Hispanic,36,PhD,0,24,17,1
3953,Female,White,47,Bachelor,5,100,50,1
3954,Male,Black,39,Bachelor,15,61,45,0
3955,Male,White,29,Bachelor,12,61,62,1
3956,Female,White,21,Master,5,95,46,1
3957,Female,Black,32,Bachelor,5,51,78,0
3958,Male,Hispanic,45,Bachelor,10,87,68,1
3959,Male,Black,31,High School,12,61,82,1
3960,Male,Hispanic,35,Master,5,50,84,1
3961,Male,White,39,Bachelor,6,95,78,1
3962,Male,White,24,Bachelor,5,83,58,0
3963,Male,White,41,Bachelor,1,83,67,1
3964,Male,White,51,Master,6,75,55,0
3965,Male,Black,33,Master,6,78,37,0
3966,Female,Black,23,Bachelor,1,51,84,0
3967,Male,Black,34,Master,11,71,63,0
3968,Male,Hispanic,21,Bachelor,10,56,34,1
3969,Male,Black,38,Master,11,49,75,1
3970,Male,White,39,High School,4,76,60,0
3971,Female,White,51,Bachelor,0,87,23,1
3972,Male,Black,33,PhD,10,64,37,1
3973,Male,White,39,PhD,4,66,50,1
3974,Female,White,26,Bachelor,3,52,69,0
3975,Male,White,31,Bachelor,1,70,80,1
3976,Female,Black,21,High School,6,81,80,0
3977,Male,White,33,Master,15,81,77,1
3978,Male,Black,31,Bachelor,5,78,64,1
3979,Male,Black,37,Bachelor,2,60,99,0
3980,Male,White,28,High School,11,60,78,1
3981,Female,Hispanic,35,PhD,8,81,69,1
3982,Female,Black,31,Bachelor,0,82,76,1
3983,Male,Black,31,Bachelor,11,67,57,0
3984,Male,Black,35,Bachelor,18,63,63,0
3985,Female,White,35,Bachelor,0,87,23,1
3986,Female,Black,42,Bachelor,1,64,57,1
3987,Male,White,33,PhD,0,81,100,1
3988,Male,Asian,31,Master,7,67,67,1
3989,Male,Hispanic,33,Bachelor,12,54,67,1
3990,Female,Black,27,Master,8,94,84,1
3991,Male,White,31,Bachelor,14,71,72,0
3992,Male,White,55,Bachelor,12,59,49,1
3993,Female,White,25,PhD,16,49,65,1
3994,Male,White,32,Bachelor,13,50,42,1
3995,Male,White,31,Bachelor,5,64,68,1
3996,Male,White,32,PhD,8,98,48,1
3997,Male,White,31,High School,3,61,83,0
3998,Male,Asian,37,Master,6,91,54,1
3999,Male,White,21,PhD,8,68,48,1
4000,Male,Asian,45,Bachelor,7,52,62,1
4001,Male,Asian,41,High School,14,62,72,0
4002,Female,White,22,Bachelor,6,50,40,0
4003,Female,Black,21,High School,3,57,54,0
4004,Male,White,25,Bachelor,3,56,67,0
4005,Male,Black,32,Master,11,41,91,0
4006,Male,White,60,Bachelor,0,92,14,1
4007,Male,White,40,Bachelor,6,73,77,1
4008,Male,Black,21,Bachelor,14,59,57,1
4009,Female,White,28,Bachelor,9,73,55,0
4010,Male,Black,34,Master,7,57,51,0
4011,Male,White,37,Bachelor,7,29,57,1
4012,Male,White,21,Master,2,100,77,1
4013,Female,White,33,Bachelor,3,72,54,0
4014,Male,White,27,Bachelor,7,61,98,1
4015,Female,White,23,Bachelor,9,40,77,0
4016,Male,White,37,Bachelor,12,47,68,1
4017,Female,White,42,Bachelor,8,94,61,0
4018,Female,Hispanic,43,Bachelor,14,92,88,1
4019,Male,White,40,PhD,16,81,91,1
4020,Male,Black,30,Bachelor,11,53,41,1
4021,Male,White,42,PhD,14,92,50,1
4022,Male,Hispanic,38,High School,3,76,77,1
4023,Female,White,36,Bachelor,2,79,83,0
4024,Female,White,28,High School,10,76,58,1
4025,Female,White,30,Bachelor,1,47,50,0
4026,Female,White,35,Master,6,52,66,1
4027,Male,Black,59,High School,11,62,94,0
4028,Male,White,38,Bachelor,15,79,65,1
4029,Female,Asian,28,High School,6,49,39,0
4030,Male,White,26,Bachelor,4,67,67,1
4031,Female,White,30,Master,9,67,80,1
4032,Male,Black,56,Bachelor,2,81,62,0
4033,Male,White,31,Master,7,80,90,1
4034,Female,Hispanic,44,Bachelor,7,54,82,1
4035,Male,White,31,PhD,7,91,63,1
4036,Female,Black,37,Master,8,52,65,1
4037,Female,White,42,Bachelor,3,86,28,1
4038,Female,Hispanic,29,Bachelor,4,61,89,0
4039,Female,Hispanic,28,PhD,4,72,58,1
4040,Male,White,51,Bachelor,0,73,57,0
4041,Female,White,44,Master,9,72,54,0
4042,Male,White,42,Bachelor,12,80,74,1
4043,Male,Asian,42,Bachelor,11,75,42,1
4044,Male,White,39,Master,6,81,45,0
4045,Male,White,55,Bachelor,3,76,63,1
4046,Male,White,35,Bachelor,11,51,52,1
4047,Male,White,40,Bachelor,11,74,71,1
4048,Male,Black,21,Bachelor,9,61,53,0
4049,Female,Asian,26,Master,16,53,96,1
4050,Male,White,22,PhD,7,65,78,1
4051,Female,Hispanic,47,Master,6,72,78,1
4052,Female,White,21,Bachelor,6,73,52,0
4053,Female,White,30,Bachelor,0,85,100,1
4054,Male,White,21,Master,11,89,56,0
4055,Female,Black,26,Bachelor,7,75,50,1
4056,Male,Asian,30,Bachelor,10,77,79,1
4057,Female,Hispanic,48,PhD,17,71,68,0
4058,Male,White,38,Bachelor,6,81,48,0
4059,Female,White,26,Bachelor,0,77,100,0
4060,Female,White,45,High School,10,69,84,1
4061,Male,Asian,35,High School,8,100,65,0
4062,Male,Hispanic,35,High School,4,61,100,0
4063,Female,Hispanic,22,PhD,9,91,81,0
4064,Male,White,25,Bachelor,11,49,64,0
4065,Female,White,26,Bachelor,3,82,100,1
4066,Male,White,35,Master,6,91,78,1
4067,Male,White,35,Bachelor,15,41,77,1
4068,Female,White,50,Bachelor,4,72,57,1
4069,Female,White,38,Bachelor,8,80,65,1
4070,Female,White,21,Master,0,73,56,1
4071,Male,Hispanic,37,High School,0,75,93,0
4072,Female,Hispanic,21,High School,8,72,32,0
4073,Male,White,25,High School,14,53,92,1
4074,Male,White,26,Bachelor,1,100,47,1
4075,Female,White,28,Bachelor,8,62,63,1
4076,Male,Hispanic,21,Master,6,76,59,1
4077,Male,Hispanic,37,Bachelor,12,60,54,1
4078,Male,Hispanic,21,Master,1,35,78,0
4079,Female,Black,38,High School,10,56,64,1
4080,Male,White,57,High School,4,48,51,0
4081,Female,White,21,Bachelor,9,86,68,0
4082,Male,White,32,PhD,8,60,51,1
4083,Female,White,21,Master,6,62,54,1
4084,Female,Hispanic,31,PhD,10,54,35,0
4085,Male,White,41,Master,8,71,55,1
4086,Male,White,42,Master,7,59,74,1
4087,Male,White,35,Bachelor,6,84,65,1
4088,Male,Asian,43,Bachelor,8,74,100,1
4089,Female,White,60,High School,9,61,100,1
4090,Male,Black,52,Bachelor,3,82,55,0
4091,Female,White,29,Bachelor,6,70,48,1
4092,Male,White,21,Bachelor,2,70,87,1
4093,Male,White,30,Bachelor,7,48,71,0
4094,Female,Black,25,High School,5,68,87,0
4095,Male,White,39,Bachelor,11,74,72,1
4096,Male,Hispanic,23,High School,11,90,61,0
4097,Male,White,34,PhD,3,58,61,1
4098,Male,White,43,High School,7,100,73,1
4099,Male,Asian,33,Bachelor,11,78,60,0
4100,Male,White,25,Master,7,47,89,1
4101,Female,Black,46,Bachelor,4,57,38,0
4102,Male,Hispanic,21,High School,2,91,89,1
4103,Male,White,31,Bachelor,12,88,27,1
4104,Male,Black,34,High School,12,70,67,0
4105,Male,White,35,Bachelor,6,72,58,1
4106,Female,White,36,High School,11,52,34,1
4107,Female,White,41,Bachelor,0,89,23,1
4108,Male,Hispanic,34,Master,14,55,43,1
4109,Female,White,31,Bachelor,7,82,65,1
4110,Male,Black,30,Bachelor,8,90,52,0
4111,Male,Asian,28,Bachelor,6,70,44,0
4112,Male,White,42,Bachelor,14,84,92,1
4113,Male,White,28,Master,2,97,40,1
4114,Male,White,43,High School,15,74,78,1
4115,Male,White,35,Master,9,67,47,1
4116,Male,White,29,Bachelor,11,68,42,1
4117,Female,Black,41,Master,6,58,52,0
4118,Male,Asian,27,Bachelor,1,58,77,1
4119,Male,Asian,41,Bachelor,12,76,37,1
4120,Female,Hispanic,37,Master,9,67,70,0
4121,Male,Hispanic,29,Master,14,74,45,1
4122,Male,White,40,Bachelor,7,47,49,1
4123,Female,Black,40,PhD,5,68,73,1
4124,Female,Hispanic,46,High School,14,85,100,0
4125,Female,White,44,High School,17,53,46,1
4126,Female,Asian,39,Bachelor,8,70,79,0
4127,Female,White,23,Master,4,42,58,1
4128,Female,Black,59,PhD,12,50,55,0
4129,Male,Black,21,Bachelor,6,82,86,1
4130,Male,Asian,44,High School,10,65,48,1
4131,Male,White,39,Bachelor,6,97,41,1
4132,Male,Hispanic,23,Bachelor,15,76,74,0
4133,Female,White,33,Bachelor,4,77,96,0
4134,Female,White,34,Bachelor,10,53,79,1
4135,Male,Hispanic,48,High School,5,64,36,0
4136,Male,Black,27,Bachelor,6,59,52,1
4137,Female,Black,32,Bachelor,5,54,84,1
4138,Male,White,21,Master,11,79,96,1
4139,Female,White,52,Bachelor,12,82,69,1
4140,Male,Black,24,High School,10,75,53,0
4141,Male,White,38,Bachelor,7,57,97,1
4142,Male,White,33,Bachelor,8,74,63,1
4143,Male,Asian,34,High School,12,41,52,0
4144,Female,White,43,Master,12,89,49,1
4145,Female,Hispanic,51,PhD,0,50,41,0
4146,Female,White,37,Master,6,53,100,1
4147,Male,White,41,Bachelor,6,71,93,0
4148,Male,White,38,Bachelor,11,73,51,0
4149,Female,White,45,Bachelor,7,68,99,0
4150,Female,White,30,PhD,11,53,75,1
4151,Male,White,45,PhD,2,87,74,1
4152,Male,White,46,Bachelor,9,44,50,1
4153,Female,White,45,Bachelor,12,47,54,0
4154,Male,White,28,Master,0,68,64,1
4155,Male,White,33,High School,20,51,25,0
4156,Male,White,37,Master,13,88,55,1
4157,Male,Asian,21,Master,8,52,65,1
4158,Female,Black,50,High School,3,93,91,1
4159,Female,Black,34,PhD,7,85,52,1
4160,Male,White,37,PhD,8,88,81,1
4161,Male,Asian,29,PhD,10,98,23,1
4162,Male,Black,21,Bachelor,15,71,88,0
4163,Male,Hispanic,28,Bachelor,5,54,46,0
4164,Male,White,37,Bachelor,10,68,67,1
4165,Male,Asian,41,Bachelor,1,61,73,1
4166,Male,Hispanic,36,Bachelor,5,59,69,0
4167,Male,Hispanic,38,Bachelor,9,72,62,1
4168,Male,White,31,Master,11,65,40,0
4169,Male,White,39,High School,4,58,47,1
4170,Male,White,49,Bachelor,5,66,84,1
4171,Male,White,42,High School,15,78,53,0
4172,Female,Hispanic,43,Master,13,84,62,1
4173,Male,White,37,Bachelor,9,45,35,1
4174,Male,White,21,High School,0,65,82,0
4175,Female,White,24,PhD,20,67,38,1
4176,Female,White,39,High School,7,52,83,1
4177,Male,White,34,Bachelor,6,68,43,1
4178,Female,Hispanic,39,Master,5,72,85,1
4179,Male,Black,51,Master,9,77,65,0
4180,Male,White,42,High School,9,71,53,1
4181,Male,White,47,PhD,12,56,97,1
4182,Female,White,35,PhD,3,100,63,1
4183,Female,White,26,Bachelor,6,82,57,1
4184,Male,Black,34,Bachelor,18,78,83,1
4185,Male,Black,26,High School,9,85,35,1
4186,Female,Black,50,Bachelor,7,73,14,0
4187,Male,Black,42,Bachelor,3,89,88,0
4188,Male,White,40,Master,10,70,48,1
4189,Female,Asian,47,Bachelor,13,70,82,1
4190,Female,Hispanic,21,Master,12,79,65,0
4191,Female,Asian,40,High School,6,93,41,0
4192,Female,White,21,High School,9,92,77,1
4193,Male,Asian,34,High School,16,78,56,1
4194,Female,Hispanic,31,High School,13,77,43,0
4195,Male,Hispanic,41,Bachelor,4,80,43,1
4196,Male,White,37,Master,0,84,30,0
4197,Male,Hispanic,48,Bachelor,9,89,73,1
4198,Male,Asian,28,Bachelor,11,66,46,0
4199,Male,Black,42,Master,2,89,64,1
4200,Male,Black,36,Bachelor,7,75,61,0
4201,Female,Asian,21,Bachelor,6,79,46,0
4202,Male,White,25,Bachelor,8,90,34,1
4203,Male,Black,33,Master,5,81,100,1
4204,Female,White,46,High School,14,83,64,1
4205,Male,Asian,39,High School,8,64,100,0
4206,Male,White,23,Bachelor,3,92,88,1
4207,Male,White,33,PhD,12,80,58,1
4208,Male,Black,55,Bachelor,1,71,68,0
4209,Male,Hispanic,36,Master,14,86,68,1
4210,Male,Black,31,Master,12,100,100,1
4211,Male,Asian,39,Bachelor,14,52,81,1
4212,Male,Asian,42,Master,7,57,48,1
4213,Male,White,30,Master,5,100,72,1
4214,Male,White,40,Bachelor,8,76,81,1
4215,Female,White,31,Bachelor,7,72,41,0
4216,Female,White,42,Bachelor,4,68,74,1
4217,Male,White,36,Bachelor,5,88,91,1
4218,Male,Asian,39,Master,6,100,47,1
4219,Female,Hispanic,27,Bachelor,2,60,50,1
4220,Male,White,26,Bachelor,11,68,88,1
4221,Male,White,44,Master,7,64,57,1
4222,Male,Black,34,Bachelor,6,80,45,1
4223,Female,White,37,Bachelor,2,88,82,0
4224,Female,White,31,Master,2,94,76,1
4225,Male,Hispanic,43,Bachelor,17,81,66,0
4226,Female,Asian,28,Master,4,100,87,0
4227,Male,White,33,High School,11,61,88,1
4228,Female,Hispanic,42,High School,8,57,63,0
4229,Male,White,46,Bachelor,0,92,100,1
4230,Male,Hispanic,29,Bachelor,16,71,96,1
4231,Female,White,54,PhD,11,49,25,0
4232,Male,White,38,PhD,4,65,44,1
4233,Male,Asian,24,Master,7,73,19,1
4234,Female,White,38,Bachelor,2,60,58,1
4235,Male,Hispanic,31,PhD,17,54,40,1
4236,Male,White,39,Master,3,66,48,1
4237,Male,White,34,Bachelor,5,54,86,1
4238,Female,White,35,Master,4,79,29,1
4239,Female,White,25,High School,8,40,67,0
4240,Male,Black,44,High School,14,71,67,1
4241,Female,White,23,Master,16,77,63,1
4242,Male,Black,23,Bachelor,6,68,67,1
4243,Female,Black,38,Bachelor,9,86,20,0
4244,Male,Black,51,Bachelor,8,49,48,0
4245,Male,White,31,PhD,3,59,95,0
4246,Female,Asian,42,Bachelor,20,65,41,0
4247,Male,White,45,Bachelor,14,80,98,1
4248,Male,White,43,High School,8,73,36,1
4249,Male,White,31,Bachelor,15,100,34,1
4250,Female,White,24,PhD,14,57,45,1
4251,Male,White,21,Bachelor,8,49,87,1
4252,Male,Black,32,Bachelor,9,96,54,0
4253,Male,White,46,Bachelor,15,48,71,0
4254,Male,White,23,Master,3,80,66,1
4255,Male,Hispanic,42,Bachelor,16,55,63,0
4256,Female,White,25,Master,6,38,90,0
4257,Female,White,36,Bachelor,15,64,80,1
4258,Male,White,42,High School,7,83,42,1
4259,Male,Hispanic,28,PhD,9,51,59,1
4260,Male,White,36,PhD,7,78,99,1
4261,Male,White,30,PhD,5,81,71,1
4262,Female,White,42,PhD,6,50,34,1
4263,Male,Black,37,Master,14,66,36,0
4264,Male,Black,35,Master,0,93,82,0
4265,Female,Hispanic,50,Master,1,79,79,0
4266,Male,White,41,Bachelor,4,66,46,1
4267,Female,White,28,High School,2,76,79,0
4268,Male,White,34,Bachelor,15,59,96,1
4269,Female,White,34,PhD,14,86,94,1
4270,Female,White,35,Bachelor,10,86,97,1
4271,Female,White,60,Master,4,71,76,1
4272,Female,White,38,High School,14,73,61,1
4273,Male,Black,21,Bachelor,0,55,56,0
4274,Male,White,29,Bachelor,18,49,64,1
4275,Male,Black,21,High School,4,64,47,0
4276,Male,White,31,High School,6,68,57,0
4277,Male,White,21,High School,5,85,90,0
4278,Male,White,26,Master,2,83,32,1
4279,Male,White,21,High School,17,72,34,1
4280,Male,White,38,Bachelor,11,87,81,1
4281,Male,White,35,High School,14,55,57,0
4282,Female,Asian,38,Master,1,86,26,1
4283,Male,Black,33,Bachelor,8,58,63,0
4284,Male,White,21,Bachelor,10,88,60,0
4285,Male,Hispanic,40,Bachelor,9,69,56,1
4286,Male,Hispanic,54,Bachelor,2,40,78,1
4287,Female,Black,39,Master,13,80,38,0
4288,Male,Hispanic,30,Master,8,82,65,0
4289,Male,White,21,High School,3,63,60,1
4290,Female,White,25,Bachelor,0,64,65,0
4291,Male,White,39,Bachelor,11,67,30,1
4292,Male,White,45,High School,20,41,54,1
4293,Male,White,37,Master,2,34,65,1
4294,Female,Black,42,Bachelor,8,89,75,1
4295,Male,Asian,42,Bachelor,13,57,100,0
4296,Male,Asian,40,Bachelor,1,97,81,1
4297,Male,Hispanic,28,PhD,5,90,74,1
4298,Male,Hispanic,36,Master,3,93,90,1
4299,Male,Asian,26,Master,12,60,58,1
4300,Male,White,35,Bachelor,14,45,96,1
4301,Male,White,38,Bachelor,8,53,87,1
4302,Female,White,51,Bachelor,3,63,56,1
4303,Female,Hispanic,21,High School,5,34,100,1
4304,Male,White,39,Bachelor,4,62,73,1
4305,Female,Hispanic,49,Bachelor,3,66,100,1
4306,Male,White,42,Bachelor,7,50,71,1
4307,Male,White,43,Master,10,54,53,1
4308,Female,Hispanic,40,High School,10,66,49,0
4309,Female,White,47,Bachelor,7,75,57,0
4310,Female,White,24,High School,8,56,53,1
4311,Male,White,21,Bachelor,7,74,90,1
4312,Female,White,34,High School,1,72,64,1
4313,Male,Black,21,Bachelor,8,70,32,0
4314,Female,White,47,Bachelor,5,60,69,0
4315,Female,Black,47,Bachelor,1,49,67,0
4316,Male,White,30,Bachelor,9,95,55,1
4317,Female,Hispanic,31,Bachelor,4,79,70,1
4318,Male,White,34,Bachelor,9,85,64,0
4319,Male,Black,35,Bachelor,12,68,77,0
4320,Male,Black,36,Bachelor,3,67,76,0
4321,Male,White,40,Master,8,77,72,1
4322,Female,Hispanic,33,Bachelor,0,42,39,0
4323,Female,Black,44,Bachelor,15,53,100,0
4324,Male,White,39,PhD,1,58,33,0
4325,Female,White,28,Master,5,63,62,1
4326,Female,Asian,48,PhD,14,56,43,1
4327,Male,Hispanic,21,Master,6,74,72,0
4328,Female,White,34,Bachelor,2,71,67,1
4329,Male,White,44,Bachelor,11,90,61,1
4330,Female,Hispanic,27,Master,11,100,95,1
4331,Male,Black,38,PhD,4,51,87,1
4332,Male,Hispanic,40,Bachelor,5,72,58,1
4333,Male,White,26,Master,5,72,81,1
4334,Female,Black,34,Bachelor,6,69,96,1
4335,Male,White,33,Bachelor,0,53,87,1
4336,Male,White,29,PhD,7,56,62,1
4337,Male,Black,58,Master,16,73,33,0
4338,Female,Asian,27,PhD,3,55,71,0
4339,Male,White,45,Master,5,72,78,1
4340,Male,White,31,Bachelor,2,66,49,0
4341,Male,Black,24,Bachelor,11,72,65,0
4342,Male,White,36,PhD,14,55,63,0
4343,Female,Hispanic,41,Bachelor,13,72,92,0
4344,Female,Hispanic,44,Bachelor,1,56,100,0
4345,Male,White,50,Bachelor,10,72,88,1
4346,Male,Asian,64,Bachelor,15,90,63,0
4347,Female,Hispanic,37,High School,10,73,87,0
4348,Male,Hispanic,28,Master,10,74,77,1
4349,Female,Black,39,High School,5,82,63,1
4350,Female,Hispanic,32,Bachelor,9,48,100,0
4351,Female,White,44,Master,14,95,50,1
4352,Male,White,22,Bachelor,9,54,77,1
4353,Male,Hispanic,58,Master,1,83,81,0
4354,Female,White,43,Bachelor,5,81,59,1
4355,Male,White,21,PhD,14,56,76,1
4356,Male,Hispanic,27,Bachelor,9,85,83,1
4357,Male,Hispanic,43,High School,8,77,69,1
4358,Female,White,46,Master,5,98,74,1
4359,Male,Hispanic,22,Master,13,72,67,1
4360,Male,Black,42,Bachelor,16,68,80,0
4361,Male,White,21,PhD,14,62,60,1
4362,Male,Hispanic,34,Bachelor,15,43,58,0
4363,Female,White,46,PhD,6,65,65,1
4364,Male,White,29,Bachelor,5,65,88,1
4365,Male,White,21,Bachelor,7,73,30,0
4366,Female,White,36,Bachelor,8,48,46,1
4367,Male,White,28,Bachelor,15,66,100,1
4368,Male,Hispanic,41,Bachelor,13,78,70,1
4369,Male,Hispanic,26,Bachelor,10,80,56,0
4370,Male,Black,27,High School,0,42,80,1
4371,Male,Hispanic,21,Bachelor,0,80,49,0
4372,Male,White,36,Bachelor,9,66,22,1
4373,Male,White,33,Master,12,67,72,1
4374,Male,Hispanic,23,Bachelor,7,34,50,0
4375,Male,White,36,Master,17,92,67,1
4376,Male,White,45,PhD,2,72,71,1
4377,Male,Black,32,Bachelor,1,47,67,1
4378,Female,White,37,PhD,4,75,30,0
4379,Male,Hispanic,37,Bachelor,4,75,65,1
4380,Male,White,22,High School,10,88,73,0
4381,Male,White,55,Bachelor,5,65,36,1
4382,Male,White,30,Bachelor,0,70,34,1
4383,Male,Black,41,Master,12,60,43,1
4384,Male,White,42,Bachelor,0,78,79,0
4385,Female,White,33,Bachelor,2,58,25,0
4386,Male,Hispanic,41,Master,0,56,81,1
4387,Female,Asian,37,Bachelor,9,68,72,0
4388,Male,White,21,High School,8,51,59,0
4389,Male,White,31,Bachelor,17,94,35,1
4390,Male,White,28,PhD,12,98,49,1
4391,Male,Asian,30,Master,15,63,80,1
